movie,type,word,seconds,minutes
Pulp Fiction,word,shit,85.58,85
Pulp Fiction,word,fucking,85.65,85
Pulp Fiction,word,fuck,85.78,85
Pulp Fiction,word,fuck,86.03,86
Pulp Fiction,word,fuck,86.03,86
Pulp Fiction,word,fuck,86.05,86
Pulp Fiction,word,motherfucker,86.07,86
Pulp Fiction,word,fuck,86.1,86
Pulp Fiction,word,fucking,86.15,86
Pulp Fiction,word,fucking,86.15,86
Pulp Fiction,word,fuck,86.8,86
Pulp Fiction,word,shit,88.03,88
Pulp Fiction,word,fucking,88.05,88
Pulp Fiction,word,fucking,88.07,88
Pulp Fiction,death,,91.75,91
Pulp Fiction,word,motherfucker,94.7,94
Pulp Fiction,word,damned,95.35,95
Pulp Fiction,word,fuck,96.08,96
Pulp Fiction,word,motherfucker,96.2,96
Pulp Fiction,word,fucking,96.32,96
Pulp Fiction,word,shit,96.33,96
Pulp Fiction,word,motherfucking,96.45,96
Pulp Fiction,word,goddamn,96.5,96
Pulp Fiction,word,n-word ,96.78,96
Pulp Fiction,word,n-word ,100.53,100
Pulp Fiction,word,goddamn,102.35,102
Pulp Fiction,word,goddamn,102.38,102
Pulp Fiction,word,fucker,102.63,102
Pulp Fiction,word,motherfucker,102.67,102
Pulp Fiction,word,motherfucker,103.35,103
Pulp Fiction,word,fuck,103.93,103
Pulp Fiction,word,fuck,104.88,104
Pulp Fiction,word,fuck,104.95,104
Pulp Fiction,death,,105.45,105
Pulp Fiction,word,fuck,106.4,106
Pulp Fiction,word,fucking,106.62,106
Pulp Fiction,word,n-word ,107.08,107
Pulp Fiction,word,damn,107.33,107
Pulp Fiction,word,ass,107.37,107
Pulp Fiction,word,ass,108.22,108
Pulp Fiction,word,ass,108.73,108
Pulp Fiction,word,shit,109.97,109
Pulp Fiction,word,fuck,110,110
Pulp Fiction,word,fucking,110.7,110
Pulp Fiction,word,fucking,111.15,111
Pulp Fiction,word,fuck,111.73,111
Pulp Fiction,word,fucked,111.78,111
Pulp Fiction,death,,112.73,112
Pulp Fiction,word,fucked,112.87,112
Pulp Fiction,word,fucked,112.87,112
Pulp Fiction,word,fuck,112.88,112
Pulp Fiction,word,goddamn,112.95,112
Pulp Fiction,word,damn,112.97,112
Pulp Fiction,word,fuck,112.98,112
Pulp Fiction,word,shit,113.08,113
Pulp Fiction,word,motherfuckers,113.13,113
Pulp Fiction,death,,113.37,113
Pulp Fiction,word,fuck,113.65,113
Pulp Fiction,word,goddamn,113.75,113
Pulp Fiction,word,fucking,113.93,113
Pulp Fiction,word,shit,114.03,114
Pulp Fiction,word,motherfucking,114.43,114
Pulp Fiction,word,fucking,114.52,114
Pulp Fiction,word,shit,114.53,114
Pulp Fiction,word,fucking,114.57,114
Pulp Fiction,word,shit,114.6,114
Pulp Fiction,word,shit,114.63,114
Pulp Fiction,word,fucking,114.75,114
Pulp Fiction,word,fucking,114.85,114
Pulp Fiction,word,n-word ,115.08,115
Pulp Fiction,word,shit,115.12,115
Pulp Fiction,word,fucking,115.53,115
Pulp Fiction,word,fuck,115.55,115
Pulp Fiction,word,ass,115.63,115
Pulp Fiction,word,goddamn,115.68,115
Pulp Fiction,word,fucking,115.72,115
Pulp Fiction,word,ass,115.87,115
Pulp Fiction,word,damn,115.88,115
Pulp Fiction,death,,116.08,116
Pulp Fiction,word,fuck,116.1,116
Pulp Fiction,word,shit,116.12,116
Pulp Fiction,word,fuck,116.17,116
Pulp Fiction,word,ass,116.23,116
Pulp Fiction,word,shit,116.23,116
Pulp Fiction,word,motherfucking,116.33,116
Pulp Fiction,word,bitch,116.38,116
Pulp Fiction,word,fucking,116.42,116
Pulp Fiction,word,motherfucker,116.5,116
Pulp Fiction,word,shit,116.55,116
Pulp Fiction,word,fucking,116.57,116
Pulp Fiction,word,fucking,116.67,116
Pulp Fiction,word,shit,116.7,116
Pulp Fiction,word,ass,116.83,116
Pulp Fiction,word,fuck,116.85,116
Pulp Fiction,word,fucking,117.02,117
Pulp Fiction,word,shit,117.02,117
Pulp Fiction,word,fucking,117.13,117
Pulp Fiction,word,asses,117.18,117
Pulp Fiction,word,shit,117.52,117
Pulp Fiction,word,shit,117.53,117
Pulp Fiction,word,shit,117.6,117
Pulp Fiction,word,ass,117.63,117
Pulp Fiction,word,fuck,117.65,117
Pulp Fiction,word,n-word ,117.65,117
Pulp Fiction,word,fuck,117.67,117
Pulp Fiction,word,shit,117.78,117
Pulp Fiction,word,fucking,117.87,117
Pulp Fiction,word,goddamn,117.9,117
Pulp Fiction,word,shit,117.98,117
Pulp Fiction,word,goddamn,118.4,118
Pulp Fiction,word,shit,118.45,118
Pulp Fiction,word,shit,118.58,118
Pulp Fiction,word,fucking,118.68,118
Pulp Fiction,word,shit,118.77,118
Pulp Fiction,word,n-word ,118.92,118
Pulp Fiction,word,n-word ,119.07,119
Pulp Fiction,word,shit,119.12,119
Pulp Fiction,word,n-word ,119.17,119
Pulp Fiction,word,n-word ,119.3,119
Pulp Fiction,word,fucking,119.32,119
Pulp Fiction,word,motherfucker,119.37,119
Pulp Fiction,word,fucking,119.4,119
Pulp Fiction,word,fucking,119.52,119
Pulp Fiction,word,fucking,119.57,119
Pulp Fiction,word,fucking,119.72,119
Pulp Fiction,word,fucking,119.77,119
Pulp Fiction,word,fuck,120.12,120
Pulp Fiction,word,fuck,120.18,120
Pulp Fiction,word,shit,120.18,120
Pulp Fiction,word,fuck,120.25,120
Pulp Fiction,word,shit,120.25,120
Pulp Fiction,word,fucking,120.27,120
Pulp Fiction,word,shit,120.27,120
Pulp Fiction,word,fuck,120.3,120
Pulp Fiction,word,shit,120.3,120
Pulp Fiction,word,fucking,120.55,120
Pulp Fiction,word,shit,120.55,120
Pulp Fiction,word,shit,120.83,120
Pulp Fiction,word,motherfucking,121.03,121
Pulp Fiction,word,ass,121.07,121
Pulp Fiction,word,motherfucker,121.12,121
Pulp Fiction,word,n-word ,121.13,121
Pulp Fiction,word,motherfucker,121.27,121
Pulp Fiction,word,n-word ,121.32,121
Pulp Fiction,word,motherfucker,121.45,121
Pulp Fiction,word,shit,121.47,121
Pulp Fiction,word,motherfucker,123.85,123
Pulp Fiction,word,fucking,125.57,125
Pulp Fiction,word,fucking,126,126
Pulp Fiction,word,ass,128,128
Pulp Fiction,word,shit,128,128
Pulp Fiction,word,fucked,128.03,128
Pulp Fiction,word,shit,128.03,128
Pulp Fiction,word,fuck,128.17,128
Pulp Fiction,word,shit,128.18,128
Pulp Fiction,word,motherfucker,128.2,128
Pulp Fiction,word,shit,128.22,128
Pulp Fiction,word,ass,128.27,128
Pulp Fiction,word,fucking,128.35,128
Pulp Fiction,word,fucking,128.4,128
Pulp Fiction,word,fucking,128.43,128
Pulp Fiction,word,motherfucker,128.53,128
Pulp Fiction,word,motherfucker,128.53,128
Pulp Fiction,word,fuck,128.67,128
Pulp Fiction,word,motherfucker,128.68,128
Pulp Fiction,word,fucking,128.73,128
Pulp Fiction,word,n-word ,128.78,128
Pulp Fiction,word,dicks,129.12,129
Pulp Fiction,word,shit,129.52,129
Pulp Fiction,word,ass,129.33,129
Pulp Fiction,word,goddamn,129.5,129
Pulp Fiction,word,shit,129.83,129
Pulp Fiction,word,goddamn,130.08,130
Pulp Fiction,word,fucking,130.1,130
Pulp Fiction,word,fuck,130.22,130
Pulp Fiction,word,fuck,130.22,130
Pulp Fiction,word,damn,130.25,130
Pulp Fiction,word,goddamn,130.3,130
Pulp Fiction,word,motherfucker,130.9,130
Pulp Fiction,word,fucking,131.5,131
Pulp Fiction,word,shit,131.57,131
Pulp Fiction,word,fucking,131.85,131
Pulp Fiction,word,fucking,133.48,133
Pulp Fiction,word,fucking,133.55,133
Pulp Fiction,word,fucking,133.63,133
Pulp Fiction,word,motherfuckers,134,134
Pulp Fiction,word,shit,134.05,134
Pulp Fiction,word,motherfucking,134.55,134
Pulp Fiction,word,shit,134.85,134
Pulp Fiction,word,shit,135.35,135
Pulp Fiction,word,shit,135.38,135
Pulp Fiction,word,fucking,135.47,135
Pulp Fiction,word,shit,135.48,135
Pulp Fiction,word,fucking,135.77,135
Pulp Fiction,word,fuck,135.93,135
Pulp Fiction,word,shit,136.6,136
Pulp Fiction,word,fucking,136.8,136
Pulp Fiction,word,fucking,137.05,137
Pulp Fiction,word,shit,137.22,137
Pulp Fiction,word,fuck,137.57,137
Pulp Fiction,word,fucking,137.93,137
Pulp Fiction,word,motherfuckers,138,138
Pulp Fiction,word,fuck,138.1,138
Pulp Fiction,word,fucking,138.22,138
Pulp Fiction,word,fuck,138.23,138
Pulp Fiction,word,fuck,138.28,138
Pulp Fiction,word,fucking,138.3,138
Pulp Fiction,word,fucking,138.33,138
Pulp Fiction,word,fucking,138.37,138
Pulp Fiction,word,fuck,138.43,138
Pulp Fiction,word,fucking,138.48,138
Pulp Fiction,word,fucking,138.65,138
Pulp Fiction,word,fucking,138.68,138
Pulp Fiction,word,fuck,138.87,138
Pulp Fiction,word,fucking,139,139
Pulp Fiction,word,fuck,139.23,139
Pulp Fiction,word,fucking,139.53,139
Pulp Fiction,word,fucking,139.6,139
Pulp Fiction,word,fucking,139.75,139
Pulp Fiction,word,fucking,139.85,139
Pulp Fiction,word,fucking,139.97,139
Pulp Fiction,word,fuck,140.05,140
Pulp Fiction,word,shit,140.72,140
Pulp Fiction,word,fucking,141.05,141
Pulp Fiction,word,fuck,141.15,141
Pulp Fiction,word,goddamn,141.18,141
Pulp Fiction,word,fucking,141.43,141
Pulp Fiction,word,goddamn,142.23,142
Pulp Fiction,word,bitch,142.37,142
Pulp Fiction,word,bitch,142.4,142
Pulp Fiction,word,bitch,142.42,142
Pulp Fiction,word,fucking,142.45,142
Pulp Fiction,word,bitch,142.45,142
Pulp Fiction,word,fucking,142.5,142
Pulp Fiction,word,bitch,142.5,142
Pulp Fiction,word,motherfuckers,143.77,143
Pulp Fiction,word,motherfuckers,143.8,143
Pulp Fiction,word,asses,144.25,144
Pulp Fiction,word,fucking,144.27,144
Pulp Fiction,word,shit,144.3,144
Pulp Fiction,word,shit,144.48,144
Pulp Fiction,word,ass,144.53,144
Pulp Fiction,word,goddamn,144.82,144
Pulp Fiction,word,motherfucker,145.38,145
Pulp Fiction,word,motherfucker,145.68,145
Pulp Fiction,word,fucking,146.23,146
Pulp Fiction,word,goddamn,146.3,146
Pulp Fiction,word,motherfucking,146.32,146
Pulp Fiction,word,fuck,146.35,146
Pulp Fiction,word,ass,146.67,146
Pulp Fiction,word,shit,147.43,147
Pulp Fiction,word,ass,147.48,147
Pulp Fiction,word,shit,147.58,147
Pulp Fiction,word,motherfucker,147.6,147
Pulp Fiction,word,ass,147.62,147
Pulp Fiction,word,shit,147.65,147
Pulp Fiction,word,ass,147.9,147
Pulp Fiction,word,shit,148.15,148
Kill Bill: Vol. 1,word,bitch,7.12,7
Kill Bill: Vol. 1,word,ass,8.1,8
Kill Bill: Vol. 1,word,damn,8.12,8
Kill Bill: Vol. 1,word,bitch,10.45,10
Kill Bill: Vol. 1,word,shit,10.5,10
Kill Bill: Vol. 1,word,fucked,10.95,10
Kill Bill: Vol. 1,word,fucked,10.98,10
Kill Bill: Vol. 1,word,bitch,11.87,11
Kill Bill: Vol. 1,word,goddamn,12.17,12
Kill Bill: Vol. 1,word,fucking,12.17,12
Kill Bill: Vol. 1,word,bitch,12.48,12
Kill Bill: Vol. 1,word,fuck,13.07,13
Kill Bill: Vol. 1,word,bitch,13.08,13
Kill Bill: Vol. 1,word,shit,13.13,13
Kill Bill: Vol. 1,word,motherfucking,13.18,13
Kill Bill: Vol. 1,word,ass,13.18,13
Kill Bill: Vol. 1,word,motherfucking,13.28,13
Kill Bill: Vol. 1,word,bitch,13.42,13
Kill Bill: Vol. 1,death,,13.53,13
Kill Bill: Vol. 1,word,goddamn,17.2,17
Kill Bill: Vol. 1,word,hell,17.58,17
Kill Bill: Vol. 1,word,goddamn,18.02,18
Kill Bill: Vol. 1,word,shit,18.07,18
Kill Bill: Vol. 1,word,goddamn,19.32,19
Kill Bill: Vol. 1,word,cocksucker,19.73,19
Kill Bill: Vol. 1,word,fuck,22.93,22
Kill Bill: Vol. 1,word,shit,23.4,23
Kill Bill: Vol. 1,word,shit,23.45,23
Kill Bill: Vol. 1,word,fucking,25.02,25
Kill Bill: Vol. 1,word,shithead,25.12,25
Kill Bill: Vol. 1,word,fuck,28.03,28
Kill Bill: Vol. 1,word,cunt,28.43,28
Kill Bill: Vol. 1,word,shit,28.88,28
Kill Bill: Vol. 1,word,goddamn,29.37,29
Kill Bill: Vol. 1,death,,29.75,29
Kill Bill: Vol. 1,word,bullshit,31.07,31
Kill Bill: Vol. 1,word,shit,31.32,31
Kill Bill: Vol. 1,word,fuck,31.42,31
Kill Bill: Vol. 1,word,fuck,31.6,31
Kill Bill: Vol. 1,death,,31.68,31
Kill Bill: Vol. 1,word,pussy,32.12,32
Kill Bill: Vol. 1,word,fucker,32.15,32
Kill Bill: Vol. 1,word,cunts,35.15,35
Kill Bill: Vol. 1,word,dicks,35.22,35
Kill Bill: Vol. 1,death,,37.65,37
Kill Bill: Vol. 1,death,,39.57,39
Kill Bill: Vol. 1,death,,41.03,41
Kill Bill: Vol. 1,death,,42.57,42
Kill Bill: Vol. 1,death,,42.77,42
Kill Bill: Vol. 1,death,,43.48,43
Kill Bill: Vol. 1,word,shit,46.45,46
Kill Bill: Vol. 1,word,bastard,46.47,46
Kill Bill: Vol. 1,word,ass,46.63,46
Kill Bill: Vol. 1,word,goddamn,47.97,47
Kill Bill: Vol. 1,word,hell,48.03,48
Kill Bill: Vol. 1,word,damn,48.6,48
Kill Bill: Vol. 1,death,,60.57,60
Kill Bill: Vol. 1,word,bastard,62.33,62
Kill Bill: Vol. 1,word,fuckface,62.35,62
Kill Bill: Vol. 1,word,bitch,62.87,62
Kill Bill: Vol. 1,death,,62.97,62
Kill Bill: Vol. 1,word,fucking,64.2,64
Kill Bill: Vol. 1,word,fucker,64.23,64
Kill Bill: Vol. 1,word,bitches,64.32,64
Kill Bill: Vol. 1,word,fucking,64.38,64
Kill Bill: Vol. 1,word,goddamn,73.48,73
Kill Bill: Vol. 1,death,,75.77,75
Kill Bill: Vol. 1,death,,76.02,76
Kill Bill: Vol. 1,death,,76.02,76
Kill Bill: Vol. 1,death,,76.02,76
Kill Bill: Vol. 1,death,,76.48,76
Kill Bill: Vol. 1,death,,77.02,77
Kill Bill: Vol. 1,death,,80.32,80
Kill Bill: Vol. 1,death,,82.95,82
Kill Bill: Vol. 1,death,,82.98,82
Kill Bill: Vol. 1,death,,83,83
Kill Bill: Vol. 1,death,,83.03,83
Kill Bill: Vol. 1,death,,83.05,83
Kill Bill: Vol. 1,death,,83.05,83
Kill Bill: Vol. 1,death,,83.05,83
Kill Bill: Vol. 1,death,,83.08,83
Kill Bill: Vol. 1,death,,83.12,83
Kill Bill: Vol. 1,death,,83.18,83
Kill Bill: Vol. 1,death,,83.38,83
Kill Bill: Vol. 1,death,,83.42,83
Kill Bill: Vol. 1,death,,83.48,83
Kill Bill: Vol. 1,death,,83.65,83
Kill Bill: Vol. 1,death,,83.72,83
Kill Bill: Vol. 1,death,,83.83,83
Kill Bill: Vol. 1,death,,83.88,83
Kill Bill: Vol. 1,death,,83.93,83
Kill Bill: Vol. 1,death,,84.05,84
Kill Bill: Vol. 1,death,,84.18,84
Kill Bill: Vol. 1,death,,84.23,84
Kill Bill: Vol. 1,death,,84.27,84
Kill Bill: Vol. 1,death,,84.58,84
Kill Bill: Vol. 1,death,,84.92,84
Kill Bill: Vol. 1,death,,84.92,84
Kill Bill: Vol. 1,death,,85,85
Kill Bill: Vol. 1,death,,85.08,85
Kill Bill: Vol. 1,death,,85.1,85
Kill Bill: Vol. 1,death,,85.2,85
Kill Bill: Vol. 1,death,,85.25,85
Kill Bill: Vol. 1,death,,85.25,85
Kill Bill: Vol. 1,death,,85.28,85
Kill Bill: Vol. 1,death,,85.38,85
Kill Bill: Vol. 1,death,,85.47,85
Kill Bill: Vol. 1,death,,85.98,85
Kill Bill: Vol. 1,death,,86.05,86
Kill Bill: Vol. 1,death,,86.15,86
Kill Bill: Vol. 1,death,,86.2,86
Kill Bill: Vol. 1,death,,86.27,86
Kill Bill: Vol. 1,death,,86.35,86
Kill Bill: Vol. 1,death,,86.4,86
Kill Bill: Vol. 1,death,,87.52,87
Kill Bill: Vol. 1,death,,87.63,87
Kill Bill: Vol. 1,word,fucking,88.18,88
Kill Bill: Vol. 1,death,,88.95,88
Kill Bill: Vol. 1,death,,97.6,97
Kill Bill: Vol. 1,word,hell,100.1,100
Kill Bill: Vol. 2,word,hell,1.18,1
Kill Bill: Vol. 2,word,bitch,4.83,4
Kill Bill: Vol. 2,word,ass,9.02,9
Kill Bill: Vol. 2,word,cockblockery,9.62,9
Kill Bill: Vol. 2,word,goddamn,11.38,11
Kill Bill: Vol. 2,word,damn,12.82,12
Kill Bill: Vol. 2,death,,14.38,14
Kill Bill: Vol. 2,death,,14.38,14
Kill Bill: Vol. 2,death,,14.38,14
Kill Bill: Vol. 2,death,,14.38,14
Kill Bill: Vol. 2,death,,14.38,14
Kill Bill: Vol. 2,death,,14.38,14
Kill Bill: Vol. 2,death,,14.38,14
Kill Bill: Vol. 2,death,,14.38,14
Kill Bill: Vol. 2,death,,14.38,14
Kill Bill: Vol. 2,word,japs,15.53,15
Kill Bill: Vol. 2,word,jew (verb),17.33,17
Kill Bill: Vol. 2,word,fucking,18.7,18
Kill Bill: Vol. 2,word,ass,18.72,18
Kill Bill: Vol. 2,word,fucking,19.37,19
Kill Bill: Vol. 2,word,asshole,20.17,20
Kill Bill: Vol. 2,word,fucking,20.3,20
Kill Bill: Vol. 2,word,fucking,20.57,20
Kill Bill: Vol. 2,word,fucking,20.98,20
Kill Bill: Vol. 2,word,fucking,21.37,21
Kill Bill: Vol. 2,word,fucking,21.42,21
Kill Bill: Vol. 2,word,fucking,21.52,21
Kill Bill: Vol. 2,word,shit,21.8,21
Kill Bill: Vol. 2,word,shitty,22.5,22
Kill Bill: Vol. 2,word,ass,26.62,26
Kill Bill: Vol. 2,word,shit,27.03,27
Kill Bill: Vol. 2,word,bitch,28.93,28
Kill Bill: Vol. 2,word,ass,29.92,29
Kill Bill: Vol. 2,word,damn,30.47,30
Kill Bill: Vol. 2,word,bitch,33.02,33
Kill Bill: Vol. 2,word,pussy,33.15,33
Kill Bill: Vol. 2,word,pussy,33.23,33
Kill Bill: Vol. 2,word,ass,34.6,34
Kill Bill: Vol. 2,word,goddamn,34.7,34
Kill Bill: Vol. 2,word,fucking,34.77,34
Kill Bill: Vol. 2,word,bastards,44.12,44
Kill Bill: Vol. 2,word,fucker,44.65,44
Kill Bill: Vol. 2,word,ass,47.13,47
Kill Bill: Vol. 2,word,goddamn,49.2,49
Kill Bill: Vol. 2,word,japs,49.2,49
Kill Bill: Vol. 2,word,goddamn,50.93,50
Kill Bill: Vol. 2,word,fucked,65.67,65
Kill Bill: Vol. 2,word,horeshit,68.4,68
Kill Bill: Vol. 2,word,shit,72.45,72
Kill Bill: Vol. 2,death,,72.67,72
Kill Bill: Vol. 2,word,bitch,78.9,78
Kill Bill: Vol. 2,word,fucking,79.88,79
Kill Bill: Vol. 2,word,bitch,79.88,79
Kill Bill: Vol. 2,word,fucking,79.93,79
Kill Bill: Vol. 2,word,fuck,79.93,79
Kill Bill: Vol. 2,word,fucking,80.28,80
Kill Bill: Vol. 2,word,fucking,80.63,80
Kill Bill: Vol. 2,word,shit,80.75,80
Kill Bill: Vol. 2,word,pussy,85.35,85
Kill Bill: Vol. 2,word,pussy,85.4,85
Kill Bill: Vol. 2,word,fucking,102.12,102
Kill Bill: Vol. 2,word,goddamn,103.23,103
Kill Bill: Vol. 2,word,fuck,103.28,103
Kill Bill: Vol. 2,word,shit,104.63,104
Kill Bill: Vol. 2,word,ass,107.43,107
Kill Bill: Vol. 2,word,fuck,110.23,110
Kill Bill: Vol. 2,word,fucking,110.93,110
Kill Bill: Vol. 2,word,bitch,110.97,110
Kill Bill: Vol. 2,word,fucking,111.05,111
Kill Bill: Vol. 2,word,bullshit,111.58,111
Kill Bill: Vol. 2,word,shitless,111.92,111
Kill Bill: Vol. 2,word,fucking,112.52,112
Kill Bill: Vol. 2,word,shit,112.52,112
Kill Bill: Vol. 2,word,fucking,116.28,116
Kill Bill: Vol. 2,word,assholes,116.28,116
Kill Bill: Vol. 2,word,fucking,116.57,116
Kill Bill: Vol. 2,word,bastard,117.25,117
Kill Bill: Vol. 2,word,bastard,117.35,117
Kill Bill: Vol. 2,word,cunt,119.58,119
Kill Bill: Vol. 2,death,,121.12,121
Inglorious Basterds,death,,20.35,20
Inglorious Basterds,death,,20.35,20
Inglorious Basterds,death,,20.35,20
Inglorious Basterds,death,,20.35,20
Inglorious Basterds,word,hell,22.2,22
Inglorious Basterds,word,goddamn,22.22,22
Inglorious Basterds,word,fucking,22.32,22
Inglorious Basterds,word,bitch,22.55,22
Inglorious Basterds,death,,28.57,28
Inglorious Basterds,death,,28.63,28
Inglorious Basterds,death,,28.8,28
Inglorious Basterds,death,,29.07,29
Inglorious Basterds,death,,29.22,29
Inglorious Basterds,death,,29.23,29
Inglorious Basterds,death,,29.25,29
Inglorious Basterds,death,,29.93,29
Inglorious Basterds,word,fucking,30.93,30
Inglorious Basterds,word,goddamn,31.05,31
Inglorious Basterds,word,goddamn,32.52,32
Inglorious Basterds,word,ass,32.65,32
Inglorious Basterds,word,fuck,32.97,32
Inglorious Basterds,death,,34.77,34
Inglorious Basterds,word,shitting,34.9,34
Inglorious Basterds,word,fucking,34.97,34
Inglorious Basterds,word,fucking,35.05,35
Inglorious Basterds,word,fucking,35.1,35
Inglorious Basterds,death,,35.17,35
Inglorious Basterds,word,damn,35.2,35
Inglorious Basterds,word,fuck,35.3,35
Inglorious Basterds,word,ass,48.17,48
Inglorious Basterds,word,negro ,48.68,48
Inglorious Basterds,word,shit,51.48,51
Inglorious Basterds,word,hell,52.55,52
Inglorious Basterds,word,negro ,58.43,58
Inglorious Basterds,word,negro ,59.38,59
Inglorious Basterds,word,negro ,59.57,59
Inglorious Basterds,word,fuck,61.83,61
Inglorious Basterds,word,goddamn,69.48,69
Inglorious Basterds,word,fucking,69.5,69
Inglorious Basterds,word,squaw,73,73
Inglorious Basterds,word,ass,75.83,75
Inglorious Basterds,word,negro ,86.97,86
Inglorious Basterds,word,slut,90.53,90
Inglorious Basterds,word,hell,92.03,92
Inglorious Basterds,word,damn,92.27,92
Inglorious Basterds,death,,92.68,92
Inglorious Basterds,death,,92.68,92
Inglorious Basterds,death,,92.7,92
Inglorious Basterds,death,,92.72,92
Inglorious Basterds,death,,92.73,92
Inglorious Basterds,death,,92.75,92
Inglorious Basterds,death,,92.77,92
Inglorious Basterds,death,,92.83,92
Inglorious Basterds,death,,92.87,92
Inglorious Basterds,death,,92.87,92
Inglorious Basterds,word,fucking,96.87,96
Inglorious Basterds,death,,96.95,96
Inglorious Basterds,word,goddamn,97.12,97
Inglorious Basterds,word,fuck,97.53,97
Inglorious Basterds,word,hell,100.97,100
Inglorious Basterds,word,damn,101,101
Inglorious Basterds,word,fuck,101.82,101
Inglorious Basterds,word,ass,102.68,102
